01.01.2017;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;4;0;4;0;0;0;8;12;0;0;0;3;0;0;6;0;0
01.01.2017;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;3;0;7;0;0;0;7;7;0;3;0;6;0;0;3;0;0
01.01.2017;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;3;0;11;0;0;0;8;17;0;9;0;11;0;0;7;0;0
01.01.2017;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;4;0;4;0;0;0;13;25;0;5;0;11;0;0;8;0;0
01.01.2017;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;3;0;4;0;0;0;6;9;0;3;0;9;0;0;2;0;0
01.01.2017;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;6;0;7;0;1;0;13;8;0;5;0;13;0;0;2;0;0
01.01.2017;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;5;0;4;0;0;0;16;10;0;11;0;10;0;0;2;0;0
01.01.2017;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;11;0;12;0;0;0;19;11;0;6;0;13;0;0;4;0;0
01.01.2017;9;0;0;0;0;0;0;0;0;0;0;0;0;0;4;22;0;12;0;12;0;1;0;33;16;0;10;4;16;0;0;11;0;0
01.01.2017;10;0;0;0;0;0;0;0;0;0;0;0;0;0;7;25;0;12;0;13;0;0;0;32;22;0;15;5;17;0;0;9;0;0
01.01.2017;11;0;0;0;0;0;0;0;0;0;0;0;0;0;15;43;0;8;0;5;0;0;0;27;27;0;13;15;31;0;0;7;0;0
01.01.2017;12;0;0;0;0;0;0;0;0;0;0;0;0;0;18;42;0;11;0;8;0;1;0;30;22;0;11;9;28;0;0;12;0;0
01.01.2017;13;0;0;0;0;0;0;0;0;0;0;0;0;0;19;46;0;17;0;18;0;0;0;38;21;0;14;14;22;0;0;9;0;0
01.01.2017;14;0;0;0;0;0;0;0;0;0;0;0;0;0;16;33;0;17;0;23;0;0;0;51;21;0;22;15;20;0;0;14;0;0
01.01.2017;15;0;0;0;0;0;0;0;0;0;0;0;0;0;17;45;0;12;0;17;0;0;0;55;33;0;19;27;26;0;0;12;0;0
01.01.2017;16;0;0;0;0;0;0;0;0;0;0;0;0;0;26;55;0;27;0;30;0;1;0;33;33;0;14;18;22;0;0;18;0;0
01.01.2017;17;0;0;0;0;0;0;0;0;0;0;0;0;0;13;42;0;32;0;32;0;0;0;32;25;0;21;26;18;0;0;13;0;0
01.01.2017;18;0;0;0;0;0;0;0;0;0;0;0;0;0;12;27;0;28;0;26;0;1;0;40;14;0;22;23;11;0;0;8;0;0
01.01.2017;19;0;0;0;0;0;0;0;0;0;0;0;0;0;15;39;0;39;0;33;0;1;0;36;10;0;14;16;17;0;0;13;0;0
01.01.2017;20;0;0;0;0;0;0;0;0;0;0;0;0;0;4;35;0;48;0;43;0;1;0;32;10;0;17;0;31;0;0;10;0;0
01.01.2017;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;0;33;0;38;0;0;0;18;10;0;19;0;29;0;0;15;0;0
01.01.2017;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;0;35;0;37;0;0;0;10;10;0;11;0;28;0;0;6;0;0
01.01.2017;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;0;29;0;29;0;0;0;15;11;0;16;0;20;0;0;9;0;0
01.01.2017;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;13;0;17;0;0;0;12;15;0;9;0;9;0;0;8;0;0
02.01.2017;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;7;0;10;0;0;0;15;13;0;6;0;10;0;0;14;0;0
02.01.2017;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;5;0;8;0;0;0;19;8;0;12;0;18;0;0;8;0;0
02.01.2017;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;16;0;26;0;1;0;15;25;0;9;0;18;0;0;11;0;0
02.01.2017;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;0;35;8;35;8;0;0;20;32;0;18;0;22;0;0;13;0;0
02.01.2017;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;0;26;14;25;12;0;0;17;19;0;24;0;21;0;0;10;0;0
02.01.2017;6;0;0;0;0;0;0;0;0;0;0;0;0;0;8;25;0;21;5;22;10;1;0;19;11;0;26;9;23;0;0;11;0;0
02.01.2017;7;0;0;0;0;0;0;0;0;0;0;0;0;0;15;24;0;12;0;14;0;0;0;26;10;0;32;10;27;0;0;4;0;0
02.01.2017;8;0;0;0;0;0;0;0;0;0;0;0;0;0;19;43;0;30;0;24;0;0;0;33;21;0;30;11;39;0;0;4;0;2
02.01.2017;9;0;0;0;0;0;0;0;0;0;0;0;0;0;21;45;0;25;0;31;0;1;0;32;33;0;27;10;28;0;0;14;0;0
02.01.2017;10;0;0;0;0;0;0;0;0;0;0;0;0;0;19;49;0;20;0;25;0;2;0;45;42;0;30;20;31;0;0;16;0;0
02.01.2017;11;0;0;0;0;0;0;0;0;0;0;0;0;0;26;60;2;18;0;19;0;2;0;39;56;7;22;20;21;0;0;19;0;0
02.01.2017;12;0;0;0;0;0;0;0;0;0;0;0;0;0;29;41;25;22;0;18;0;0;9;27;21;11;16;21;21;0;0;24;0;0
02.01.2017;13;0;0;0;0;0;0;0;0;0;0;0;0;0;32;25;30;26;0;26;0;1;10;24;25;1;25;21;16;0;0;25;0;0
02.01.2017;14;0;0;0;0;0;0;0;0;0;0;0;0;0;11;29;5;16;0;23;0;0;21;28;24;0;31;15;18;0;0;17;0;0
02.01.2017;15;0;0;0;0;0;0;0;0;0;0;0;0;0;22;46;0;18;0;26;0;0;30;26;43;0;26;24;27;0;0;21;0;1
02.01.2017;16;0;0;0;0;0;0;0;0;0;0;0;0;0;29;54;7;31;0;37;0;0;31;23;34;10;27;25;26;0;0;23;0;3
02.01.2017;17;0;0;0;0;0;0;0;0;0;0;0;0;0;17;30;9;38;0;51;0;0;11;23;18;2;23;19;14;0;0;17;0;0
02.01.2017;18;0;0;0;0;0;0;0;0;0;0;0;0;0;6;23;0;36;0;36;0;1;0;30;18;0;14;23;13;0;0;9;0;0
02.01.2017;19;0;0;0;0;0;0;0;0;0;0;0;0;0;7;35;0;36;0;39;0;1;0;44;15;0;19;27;10;0;0;17;0;0
02.01.2017;20;0;0;0;0;0;0;0;0;0;0;0;0;0;4;29;0;43;0;45;0;1;0;32;13;0;21;16;24;0;0;14;0;0
02.01.2017;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;0;28;0;33;0;0;0;20;10;0;20;0;25;0;0;12;0;0
02.01.2017;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;0;31;0;35;0;0;0;14;10;0;18;0;34;0;0;6;0;0
02.01.2017;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;0;29;0;39;0;0;0;12;12;0;17;0;24;0;0;7;0;0
